abandon,[E5bAndEn],"vt.放弃, 遗弃//n.放任, 狂热"
selfishness,[],n.自私自利
semblance,[5semblEns],"n.外表, 伪装"
semester,[si5mestE],n.学期
sensible,[5sensEbl],"adj.有感觉的, 明智的, 有判断力的"
sensitive,[5sensitiv],"adj.敏感的, 灵敏的, 感光的"
sensuous,[5sensjuEs],"adj.感觉上的, 给人美感的"
sentimental,[7senti5mentl],"adj.感伤性的, 感情脆弱的"
sentry,[5sentri],n.岗哨
sequence,[5si:kwEns],"n.次序, 顺序, 序列"
sequoia,[si5kwCiE],n.[植] 美洲杉
serene,[si5ri:n],adj.平静的
serenity,[si5reniti],n.平静
sericulture,[`seri7kQltFE(r):BF],养蚕
serious,[5siEriEs],"adj.严肃的, 认真的, 严重的"
sermon,[5sE:mEn],"n.训诫, 说教, 布道"
serpent,[5sE:pEnt],"n.大毒蛇, 阴险的人"
serpentine,[5sE:pEntain],adj.蜿蜒的
service,[5sE:vis],"n.服务, 服务性工作, 服役, 仪式//vt.保养, 维修//adj.(军队)服现役的, 服务性的, 仆人的, 耐用的"
servile,[5sE:vail],"adj.奴隶的, 奴性(态)的, 卑屈的"
session,[5seFEn],"n.会议, 开庭"
set,[set],"v.放, 置, 移动到, 使(人或事物处于某种状态), 提出, 树立, 规定, 调整//n.一套, 一副, 一批, 接受机, 装置, 趋势, 布景//adj.固定的, 规定的, 坚决的, 固执的, 事先做好的"
sever,[5sevE],v.切断
several,[5sevErEl],"adj.几个, 个别的, 单独的//pron.几个"
severe,[si5viE],"adj.严厉的, 严格的, 剧烈的, 严重的, 严峻的"
shabby,[5FAbi],"adj.破旧的, 褴褛的, 低劣的, 卑鄙的, 不公平的"
shackle,[5FAkl],"n.手铐, 脚镣, 桎梏, 束缚物//vt.加桎梏, 加枷锁, 束缚"
shade,[Feid],"n.荫, 阴暗, 荫凉处, 图案阴影, 黑暗, 颜色深浅, 遮光物, 帘//vi.渐变//vt.遮蔽, 使阴暗, 使渐变, 微减"
shaft,[FB:ft],"n.轴, 杆状物"
shake,[Feik],"v.摇动, 摇, 颤抖, 震动//n.摇动, 摇, 颤抖, 震动"
shallow,[5FAlEu],"adj.浅的, 浅薄的"
shameless,[5Feimlis],adj.不知羞耻的
sharp,[FB:p],"n.高调, 内行, 利刃, 骗子//adj.锐利的, 锋利的, 明显的, 强烈的, 刺耳的, 急剧的, 精明的, 敏捷的//adv.整, 锐利地, 急速地//日本夏普公司"
sharpen,[5FB:pEn],"v.削尖, 磨快, 尖锐"
sharply,[5FB:pli],"adv.锐利地, 急剧地"
shatter,[5FAtE],"n.粉碎, 碎片, 落花(叶,粒等)//vt.打碎, 使散开, 粉碎, 破坏//vi.粉碎, 损坏, 落叶"
shave,[Feiv],"v.剃, 刮, 削刮//vt.刨, 削//n.刮脸"
shear,[FiE],"v.剪, 修剪, 剪切"
sheathe,[Fi:T],"vt.插入鞘, 覆盖"
sheen,[Fi:n],"n.光辉//v.闪光, 发出光彩"
sheer,[FiE],"adj.全然的, 纯粹的, 绝对的, 彻底的, 透明的, 峻峭的//vi.避开, 躲避, 偏航//vt.使避开, 使偏航//adv.完全, 全然, 峻峭//n.偏航"
shield,[Fi:ld],"n.防护物, 护罩, 盾, 盾状物//vt.(from) 保护, 防护//v.遮蔽"
shin,[Fi:n; Fin],"n.[解]胫骨//v.攀, 爬"
shipment,[5FipmEnt],"n.装船, 出货"
shirk,[FE:k],"vi.逃避, 推卸//vt.逃避"
shocked,[FCkt],"adj.震惊的,震撼的"
short,[FC:t],"n.简略, 短路, 短裤//adj.短的, 矮的, 不足的, 不够的, (智力等)弱的, 浅薄的, 松脆的, 简短//adv.突然, 缺乏, 不足"
shortly,[5FC:tli],"adv.立刻, 不久, 简略地, 简言之, 即刻"
shove,[FQv],"n.<口>推, 挤//vt.<口>推挤, 猛推, 强使//vi.推"
shred,[5Fred],"n.碎片, 破布, 少量剩余, 最少量//v.撕碎, 切碎"
shrewd,[Fru:d],adj.精明
shriek,[Fri:k],"v.尖声叫喊, 耸人听闻地报道, 尖声喊叫//n.尖叫, 尖声, 尖声喊叫"
shrimp,[Frimp],n.小虾//v.捕虾
shrink,[FriNk],"v.收缩, (使)皱缩, 缩短"
shuffle,[5FQfl],"n.拖着脚走, 混乱, 蒙混, 洗纸牌//v.拖曳, 搅乱, 慢吞吞地走, 推诿, 洗牌"
shun,[FQn],"vt.避开, 避免"
shy,[Fai],"adj.怕羞的, 畏缩的, 害羞的"
sick,[sik],"n.病人//adj.不舒服, 有病的, 恶心的, 厌恶的, 渴望的, 病态的//vt.呕吐, 追击, 使狗去咬"
sicken,[5sikn],"vt.使患病, 使嫌恶, 使恶心或昏晕//vi.得病, 变厌腻"
sickening,[5sikniN],"adj.令人作呕的, 使人昏晕的"
sides,[saidz],侧
siege,[si:dV],"n.包围, 围城, 长期努力, 不断袭击, 围攻//v.包围, 围攻"
sighs,[],叹息
sight,[sait],"n.视力, 视觉, 见, 瞥见, 视域, 眼界"
significant,[sig5nifikEnt],"adj.有意义的, 重大的, 重要的"
signify,[5signifai],"vt.表示, 意味//vi.要紧, 有重要性//v.颇为重要, 表示"
silica,[5silikE],"n.[化]硅石, 无水硅酸, 硅土"
silly,[5sili],"adj.愚蠢的, 无聊的, 失去知觉的, 无助的"
simple,[5simpl],"adj.简单的, 简易的, 朴素的, 简朴的, 天真的, 率直的, 无经验的, 易受骗的"
simulate,[5simjuleit],"vt.模拟, 模仿, 假装, 冒充"
simultaneously,[simEl5teiniEsly; (?@) saim-],adv.同时地
sin,[sin],"n.[俗] 违背习俗, 不合情理之事, 过失, 罪过, [数学] 正弦函数"
since,[sins],"adv.以后, 后来, 以前//prep.自从, 自...以来//conj.自...以后, 自...以来, 因为, 既然"
singe,[sindV],"v.烧焦, 烤焦"
single,[5siNgl],"adj.单一的, 单身的, 单纯的, 孤独的, 专一的, 个别的//n.一个, 单打, 单精度型//vt.选出//vi.[棒]作一垒打"
sinister,[5sinistE],adj.险恶的
sit,[sit],"v.(使)就座, (使)坐"
site,[sait],"n.地点, 场所, 遗址//vt.定...的地点//n.站点"
situate,[5sitjueit],"vt.使位于, 使处于"
skeptic,[5skeptik],"n.怀疑论者, 无神论者, 怀疑宗教的人"
skeptical,[5skeptikEl],"adj.怀疑性的,好怀疑的,<口>无神论的"
sketch,[sketF],"n.略图, 草图, 概略, 梗概, 草图, 拟定//vi.绘略图, 素描//v.勾画"
skill in,[],对...熟练
skillful,[5skilful],"adj.灵巧的, 熟练的, 制作精巧的"
skim,[skim],v.撇去
skimpy,[],"adj.不足的, 吝啬的"
skinny,[5skini],"adj.皮的, 似皮的, 膜状的, 小的"
skirmish,[5skE:miF],n.小冲突//v.进行一场小冲突
skulk,[skQlk],"vi.偷偷隐躲, 偷懒"
skylark,[5skailB:k],"n.[鸟]云雀, 发疯般的胡闹//vi.开玩笑, 胡闹"
slacken,[5slAkEn],"v.松弛, 放慢, 减弱, 减少, 减缓放慢"
slag,[slAg],"n.矿渣, 炉渣, 火山岩渣//v.起溶渣, 成溶渣"
slake,[sleik],v.消除
slander,[5slB:ndE],n.诽谤//v.诽谤
slant,[slB:nt],"v.(使)倾斜, 歪向//n.倾斜"
slap,[slAp],"vt.拍, 掌击, 拍击//n.拍, 掌击, 拍击"
slight,[slait],"adj.轻微的, 微小的"
slim,[slim],"adj.苗条的, 纤细的, 不足取的, 无价值的, 细长的//v.变细, 减肥"
slippery,[5slipEri],"adj.滑的, 光滑的"
slit,[slit],"vt.切开, 撕裂//n.裂缝, 狭长切口"
slogan,[5slEugEn],"n.口号, 标语"
slope,[slEup],"n.斜坡, 斜面, 倾斜//v.(使)顺斜"
sloppy,[5slCpi],"adj.潮湿的, 多阴雨的, 溅湿的, 溅污的, 肥大的"
slovenly,[5slQvEnli],"adj.懒散的, 不修边幅的"
slow,[slEu],"adj.慢的, 迟钝的, 不活跃的, 缓慢的//v.(～ down)(使)慢下来, (使)减速, 减缓//adv.缓慢"
slug,[slQg],"n.[动]鼻涕虫, 懒汉, 子弹, 金属小块//vi.偷懒, 捕鼻涕虫//vt.插嵌片于"
sluggish,[5slQgiF],adj.行动迟缓的
slump,[slQmp],"n.消沉, 衰退, (物价)暴跌//v.失败, 消沉, (物价)暴跌, 跌落"
sly,[slai],adj.狡猾的
smack,[smAk],"n.滋味, 风味, 少量, 拍击//v.带有...风味, 用掌击, 拍打"
smash,[smAF],"v.打碎, 粉碎//n.打碎, 粉碎//adj.出色的"
smear,[smiE],"v.涂上, 抹掉, 涂污, 诽谤, 抹去//n.油迹, 污点, 涂片, 釉, 中伤"
smell,[smel],"n.气味, 臭味, 嗅觉//v.嗅, 闻到, 散发(...的)气味, 有(...的)气味"
smother,[5smQTE],v.窒息
snag,[snAg],n.障碍//v.阻碍
snake,[sneik],n.蛇//v.迂回前进
snap,[snAp],"v.猛地吸住, 突然折断, 使劈啪地晌, 猛咬//n.猛咬, 突然折断, 劈啪声//adj.突然的"
snarl,[snB:l],"vi.缠结, 混乱, 吠, 咆哮, 怒骂//vt.使缠结, 搞乱, 咆哮着说//n.咆哮, 吼叫, 怒骂, 缠结, 混乱"
sneak,[sni:k],"vi.鬼鬼祟祟做事//vt.偷偷摸摸地做, <口>偷窃//n.鬼鬼祟祟的人, 偷偷摸摸的行为, <美口>帆布胶底运动鞋//adj.暗中进行的"
sneer,[sniE],"v.冷笑, 讥笑, 嘲笑//n.冷笑, 嘲笑"
sniff,[snif],"v.用力吸, 嗅, 闻到, 发觉, 轻视, 用力吸气//n.吸, 闻, 吸气声, 嗤之以鼻"
snobbish,[5snCbiF],adj.势利的
snow,[snEu],n.雪//vi.下雪
soap,[sEup],n.肥皂
soar,[sC:; sCE],"v.高飞, 高丛, 滑翔, 剧增, 昂扬//n.高飞范围, 高涨程度"
sober,[5sEubE],adj.冷静的//v.镇定
sociable,[5sEuFEbl],"adj.好交际的, 友善的, 增进友谊的, 喜欢群居的"
sojourn,[5sCdVE(:)n; 5sEudVE: n],v.逗留//n.逗留
solar,[5sEulE],"adj.太阳的, 日光的"
sole,[sEul],"adj.单独的, 唯一的//n.脚底, 鞋底, 基础//v.换鞋底"
solemn,[5sClEm],"adj.庄严的, 隆重的, 严肃的"
solicit,[sE5lisit],v.恳求
solicitous,[sE 5lisitEs],adj.热切期望的
solid,[5sClid],"n.固体, 立体//adj.固体的, 实心的, 坚固的, 结实的, 立体的, 可靠的, 一致的, 纯粹的"
solitary,[5sClitEri],adj.孤独的
solitude,[5sClitju:d],n.孤独
somebody,[5sQmbEdi],"n.重要人物, 有名气的人//pron.有人, 某人"
something,[5sQmWiN],"pron.某事, 某物//adj.有点象, 大约"
sometimes,[5sQmtaimz],"adv.不时, 有时"
somewhat,[5sQm(h)wCt],"adv.稍微, 有点, 有些"
soon,[su:n],"adv.立刻, 不久, 快, 早, 宁愿"
soothe,[su:T],"vt.使(某人,其神经,其情绪)平静, 安慰, 使(痛苦,疼痛)缓和或减轻"
sophomore,[5sCfEmC:; -mCr],"n.大学二年级生, 有二年经验的人"
sound,[saund],"n.声音, 语音, 噪音, 吵闹, 海峡, 听力范围, 探条//adj.健全的, 可靠的, 合理的, 有效彻底的, 健康的//adv.彻底地, 充分地//vi.发出声音, 回响, 测深, 听起来//vt.使发声, 宣告, 听诊, 测...深, 试探"
souvenir,[5su:vEniE],n.纪念品
sovereignty,[5sCvrinti],"n.君主, 主权, 主权国家"
soybean,[`sCibi:n],n.大豆
spaceship,[5speisFip],n.太空船
spacious,[5speiFEs],"adj.广大的, 大规模的"
spawn,[spC:n],"n.(鱼等的)卵, (植物)菌丝, 产物//v.产卵"
specially,[5speFEli],"adv.特别地, 临时地"
specify,[5spesifai],"vt.指定, 详细说明, 列入清单"
specimen,[5spesimin; -mEn],"n.范例, 标本, 样品, 样本, 待试验物"
spectacle,[5spektEkl],"n.观览物, 展览物, 公开展示, 奇观, 景象, 光景, (a pair of ～s)眼镜"
spectacular,[spek5tAkjulE],"adj.引人入胜的, 壮观的"
spectator,[spek5teitE;5spekteitE],n.观众(指比赛或表演)? 待试验物
speculate,[5spekju7leit],"vi.推测, 思索, 做投机买卖"
speedy,[5spi:di],"adj.快的, 迅速的"
spew,[spju:],v.喷涌
sphere,[sfiE],"n.球, 球体, 范围, 领域, 方面, 圈子, 半球"
spike,[spaik],"n.穗, 长钉, 钉鞋, 女高跟鞋, 道钉//v.用大钉钉, 用长而尖之物刺, 阻止, 穿刺"
spine,[spain],"n.脊骨, 书脊, 地面隆起地带, 中心, 剌"
spineless,[5spainlis],"adj.无脊骨的, 没有骨气的, 没有勇气的"
splash,[splAF],"n.溅, 飞溅, 斑点//v.溅, 泼, 溅湿"
spleen,[spli:n],n.脾
splendid,[5splendid],"adj.壮丽的, 辉煌的, 极好的"
splendor,[5splendE],"n.光彩, 壮观, 杰出"
spoil,[spCil],"vt.损坏, 搞糟, 宠坏, 溺爱//v.扰乱"
sponge,[spQndV],"n.海绵, 海绵体, 海绵状物, (外科用的)棉球, 纱布//v.用海绵等冼涤、揩拭、擦拭或清除, 用海绵吸收(液体), (俗)依赖某人生活, 诈取某人钱财, 海绵般吸收"
spontaneous,[spCn5teinjEs; -niEs],"adj.自发的, 自然产生的"
sporadic,[spE5rAdik],adj.零星的
spot,[spCt],"n.班点, 污点, 地点, 场所, 现场//v.沾污, 弄脏, 侦察//vt.认出, 发现"
spouse,[spauz],n.配偶(指夫或妻)
spout,[spaut],"n.喷管, 喷口, 水柱, 喷流, 管口//v.喷出, 滔滔不绝地讲, 喷涌"
sprawl,[sprC:l],"n.四肢伸开的躺卧姿势, 蔓生//v.四肢伸开地坐(或卧), 爬行, 蔓生, 蔓延"
spray,[sprei],"n.喷雾, 飞沫//vt.喷射, 喷溅"
spring,[spriN],"n.春天, 跃起, 泉, 弹簧, 发条, 弹性, 弹力, 根源//v.跳, 跃, 跃出, 使跳跃, 使爆炸, 触发"
sprout,[spraut],v.萌芽//n.苗芽
spurt,[spE:t],"n.(液体等的)喷射, 冲刺//vt.(液体等) 喷射//vi.(液体等) 喷出, 迸发, 冲刺"
squabble,[5skwCbl],v.争论
squad,[skwCd],n.班
squalid,[5skwClid],adj.肮脏的
squall,[skwC:l],"n.暴风, 暴风雪, 嚎啕//vi.狂风吹袭, 嚎啕, 哇哇地叫嚷//vt.尖声叫着"
squander,[5skwCndE],v.浪费
square,[skwZE],"n.正方形, 广场, 平方, 直角尺//adj.正方形的, 四方的, 直角的, 正直的, 公平的, 结清的, 平方的, 彻底的//adv.成直角地, 正直地, 公平地, 坚定地//v.使成方形, 弄平, 使直, 与...一致, 符合, 自乘, 结算"
square root,[],平方根
squash,[skwCF],"n.南瓜, 易压烂的物品, 拥挤的人群, 壁球//v.压扁, 压制, 镇压, 挤进, 挤压"
squeak,[skwi:k],"n.尖叫声, 吱吱声, 机会//v.发出尖叫声"
squeeze,[skwi:z],"n.压榨, 挤//v.压榨, 挤, 挤榨"
squilla,[5skwilE],"n.[动]虾蛄, 螳啷虾"
squirrel,[5skwirEl],n.松鼠//v.贮藏
stab,[stAb],"n.刺, 刺伤的伤口, 一阵突然而强烈的感觉, 中伤, 伤痛//v.剌, 刺伤, 伤害(感情等)互相殴打//adj.零碎的, 废弃的"
stable,[5steibl],adj.稳定的
staff,[stB:f],"n.棒, 杖, 杆, 支柱, 全体职员, [军]参谋机构, [音]五线谱//vt.供给人员, 充当职员"
stagger,[5stAgE],"v.摇晃, 蹒跚, 交错, 摇摇摆摆//adj.交错的"
stale,[steil],"n.(牲畜等的)尿//adj.不新鲜的, 陈腐的, 疲倦的, 陈旧的//vt.使变旧, 走味//vi.变陈旧, 变无味, 失时效, 撒尿"
stalk,[stC:k],"n.茎, 柄, 梗, 秆"
stall,[stC:l],"n.货摊, 畜栏, 厩, 出售摊//v.(使)停转, (使)停止, 迟延"
stamina,[5stAminE],"n.毅力, 持久力, 精力"
stammer,[5stAmE],"v.口吃, 结巴着说出, 结结巴巴地说//n.口吃"
stand,[stAnd],"n.停止, 抵抗的状态, 立场, 立足点, 看台, 架子, 台//v.站, 立, 站起, (使)竖立, (使)位于, 维持不变, 持久, 经受"
staple,[5steipl],"n.钉书钉, 钉, 主要产品(或商品), 原材料, 主要成分, 来源//adj.主要的, 常用的, 大宗生产的//v.把...分类, 把...分级"
stare,[steE(r)) 凝视; 盯着看],"v.(～ at) 凝视, 盯着看"
start,[stB:t],"n.动身, 出发点, 开始, 惊起, 惊跳, 赛跑的先跑权, 优先地位//v.出发, 起程, 开始, 着手, 惊动, 惊起, 起动, 发动"
startle,[5stB:tl],v.震惊
starve,[stB:v],vt.使饿死//vi.饿得要死
static,[5stAtik],"adj.静态的, 静力的//静电噪声"
stationary,[5steiF(E)nEri],固定的
stationery,[5steiF(E)nEri],"n.文具, 信纸"
statistics,[stE5tistiks],"n.统计学, 统计表"
statue,[5stAtju:],vt.以雕像装饰//n.雕像
status,[5steitEs],"n.身份, 地位, 情形, 状况"
steadfast,[5stedfEst],adj.坚定的
steady,[5stedi],"adj.稳固的, 稳定的, 坚定的, 扎实的, 坚定不移的//v.(使)稳定, (使)稳固"
sterile,[5sterail],"adj.贫脊的, 不育的, 不结果的, 消过毒的, 毫无结果的"
stern,[stE:n],"adj.严厉的, 苛刻的//n.船尾"
sticky,[5stiki],"adj.粘的, 粘性的"
stiff,[stif],"adj.硬的, 僵直的, 拘谨的, 呆板的, 艰难的, 费劲的, 僵硬的"
still,[stil],"n.寂静, 剧照, 照片//adj.静止的, 静寂的//adv.还, 仍, 更, 还要, 尽管如此, 依然//静止画面,静态图片"
stimulate,[5stimjuleit],"vt.刺激, 激励//v.刺激, 激励"
stingy,[5stindVi],"adj.吝啬的, 小气的, 缺乏的, 有刺的"
stipulate,[5stipjuleit],"v.规定, 保证"
stocky,[5stCki],"adj.矮壮的, 健壮结实的"
stodgy,[5stCdVi],"adj.油腻的, 不易消化的, 乏味的, 暗淡的, 塞满的, 平凡的, 庸俗的, 笨重的"
storm,[stC:m],"n.暴风雨, 暴风雪//v.狂怒咆哮//abbr.[军] Sensor,Tank,Off-Route Mine, 路外反坦克雷传感器"
stout,[staut],"adj.结实的, 勇敢坚定的, 激烈的, 矮胖的, 顽强的//n.矮胖子, 烈性啤酒"
straight,[streit],"adj.直的, 诚实的, 正直的, 率直的, 整齐的//adv.直, 直接, 一直"
strain,[strein],"n.过度的疲劳, 紧张, 张力, 应变//vt.扭伤, 损伤//v.拉紧, 扯紧, (使)紧张, 尽力"
strait,[streit],"adj.艰难的, 苦恼的, 窘迫的//n.地峡, [straits] 海峡"
strangle,[5strANgl],v.扼死
strap,[strAp],"n.带, 皮带//vt.用带缚住, 用带捆扎"
stray,[strei],"v.迷路, 偏离, 漂泊, 漂泊游荡//adj.迷路的, 离群的, 偶遇的"
streak,[stri:k],"v.飞跑, 加上条纹"
strengthen,[5streNWEn],"v.加强, 巩固"
strenuous,[5strenjuEs],"adj.奋发的, 使劲的, 紧张的, 热烈的, 艰辛发奋的"
strict,[strikt],"adj.(～ with) 严格的, 严厉的, 严谨的, 精确的"
stride,[straid],"v.大步走(过), 跨过, 大步行走//n.步幅"
strife,[straif],"n.斗争, 冲突, 竞争"
stringent,[5strindVEnt],"adj.严厉的, 迫切的, 银根紧的"
strip,[strip],"vt.剥, 剥去//n.条, 带"
strive,[straiv],"v.努力, 奋斗, 力争, 斗争"
stroll,[strEul],"n.漫步, 闲逛, 四处流浪//v.闲逛, 漫步, 跋涉于"
struggle for,[],为...努力
strut,[strQt],"n.高视阔步, 支柱, 压杆//vi.大摇大摆地走, 肿胀//vt.支撑, 炫耀"
stubborn,[5stQbEn],"adj.顽固的, 固执的, 坚定的, 坚决的, 难应付的, 难处理的"
stuffy,[5stQfi],adj.乏味的
stun,[stQn],"vt.使晕倒, 使惊吓, 打晕//n.晕眩, 打昏, 惊倒"
stunt,[stQnt],"v.阻碍...发育, 妨碍...生长, 作惊人表演, 使绝招//n.发育迟缓, 矮小的人(或物), 惊人表演, 绝技"
sturdy,[5stE:di],"adj.强健的, 坚定的, 毫不含糊的//n.[兽医]家畜晕倒病"
subjection,[sEb5dVekFEn],n.征服
subjugate,[5sQbdVugeit],"vt.使屈服, 征服, 使服从, 克制, 抑制"
sublimate,[5sQblimeit],"vt.[化][心]使升华, 使高尚//vi.升华, 纯化//adj.纯净化的, 高尚的, 理想化的, 气质高贵的//n.升华物"
submerge,[sEb5mE:dV],"v.浸没, 淹没, 掩没//vi.潜水"
submission,[sEb5miFEn],"n.屈服, 降服, 服从, 谦恭, 投降"
submissive,[sEb5misiv],adj.顺从的
submit,[sEb5mit],"v.(使)服从, (使)顺从//vt.提交, 递交"
subordinate,[sE5bC:dinit],"adj.次要的, 从属的, 下级的//n.下属//v.服从"
subpoena,[sEb5pi:nE],"n.传票//vt.传呼, 索取"
subsequent,[5sQbsikwEnt],"adj.后来的, 并发的"
subsidiary,[sEb5sidjEri],"adj.辅助的, 补充的"
subsist,[sEb5sist],"v.生存, 存在, 供养"
substantial,[sEb5stAnFEl],"adj.坚固的, 实质的, 真实的, 充实的"
substantiate,[sQbs5tAnFieit],"vt.使实体化, 证实"
substantive,[5sQbstEntiv],"adj.独立存在的, 真实的, 有实质的, 大量的, 巨额的//n.[语]实词, 名词, 独立存在的实体"
subtract,[sEb5trAkt],"v.(～ from)减去, 减"
subvert,[sEb5vE:t],"vt.推翻, 暗中破坏, 搅乱"
success in,[],...的成功
successful,[sEk5sesful],adj.成功的
successive,[sEk5sesiv],"adj.继承的, 连续的"
succinct,[sEk5siNkt],"adj.简洁的, 紧身的, 压缩在小范围内的"
succumb,[sE5kQm],"vi.屈服, 屈从, 死"
sudden,[5sQdn],"adj.突然的, 意外的"
suddenly,[5sQdEnli],adv.突然地
sufficient,[sE5fiFEnt],"adj.充分的, 足够的"
suffrage,[5sQfridV],"n.投票, 选举权, 参政权, [宗]代祷"
suffuse,[sE5fju:z],v.充满
sugar,[5FugE],"n.糖, 食糖"
suggest,[sE5dVest],"vt.建议, 提出, 使想起, 暗示"
suggested,[],暗示的
suitable,[5sju:tEbl],"adj.适当的, 相配的"
sulky,[5sQlki],"adj.生气的, 阴沉的"
sullen,[5sQlEn],"adj.愠怒的, 沉沉不乐的, (天气等)阴沉的"
sully,[5sQli],v.玷污
sultry,[5sQltri],"adj.闷热的, 粗暴的, 激烈的, 放荡的"
sum,[sQm],"n.总数, 和, 金额, 算术题"
summit,[5sQmit],"n.顶点, 最高阶层//adj.政府首脑的//vi.参加最高级会议的"
summon,[5sQmEn],"v.召集, 召唤, 号召, 鼓起, 振作"
summons,[5sQmEnz],"n.召唤, [律]传唤, 召集, 传票//vt.传唤到法院, 唤出, 传到"
sunbathe,[5sQnbeiT],"n.日光浴, 太阳灯浴"
sunflower,[5sQnflauE],n.[植]向日葵
superb,[sju:5pE:b],"adj.庄重的, 堂堂的, 华丽的, 极好的"
superficial,[sju:pE5fiFEl],"adj.表面的, 肤浅的, 浅薄的"
superfluous,[7sju:5pE:fluEs],"adj.多余的, 过剩的, 过量的"
superintendent,[7sju:pErin5tendEnt],"n.主管, 负责人, 指挥者, 管理者"
supersede,[7sju:pE5si:d],"vt.代替, 取代, 接替, 紧接着...而到来, [律]延期//vi.推迟行动"
superstition,[7sju:pE5stiFEn],n.迷信
supplant,[sE5plB:nt],"vt.排挤掉, 代替"
supple,[5sQpl],"adj.柔软的, 逢迎的, 顺从的//vt.使柔软, 使顺从//vi.变柔顺"
suppose,[sE5pEuz],"vt.推想, 假设, 猜想//vi.料想//conj.假使...结果会怎样"
suppress,[sE5pres],"vt.镇压, 抑制, 查禁, 使止住"
supreme,[sju:5pri:m],"adj.极度的, 极大的, 至高的, 最高的"
Supreme Court,[],最高法院
surmise,[5sE:maiz],v.猜测//n.猜度
surmount,[sE:5maunt],"vt.战胜, 超越, 克服, 在...顶上"
surpass,[sE:5pB:s],"vt.超越, 胜过"
surplus,[5sE:plEs],"n.剩余, 过剩, [会计]盈余//adj.过剩的, 剩余的//vt.转让, 卖掉"
survey,[sE:5vei],"n.测量, 调查, 俯瞰, 概观, 纵览, 视察//vt.调查(收入,民意等) 测量, 勘定, 审视, 视察, 俯瞰, 通盘考虑//vi.测量土地"
